Mary Fillis,10052317
Humphrey Bland,10001157
Humphrey Bland,10001157
Philip Bearcroft,10000836
Philip Bearcroft,10000836
Robert Jermy,10006605
Robert Jermy,10006605
Edward Jerman,10006603
Edward Jerman,10006603
Richard Shelley,10010987
Sir Richard,10010987
Sir Richard Shelley,10010987
Sir Shelley,10010987
Richard Shelley,10010987
John Ray,10010148
John Wray,10010148
John Ray,10010148
Thomas Magnus,10007863
Thomas Magnus,10007863
Edward Winter,10013013
Sir Edward,10013013
Sir Edward Winter,10013013
Sir Winter,10013013
Edward Winter,10013013
Arthur Lake,10007083
Arthur Lake,10007083
Thomas Hall,10005402
Thomas Hall,10005402
Anne Sandys,10050508
Thomas Farriner,10004147
Thomas Farriner,10004147
Robert Hitcham,10005993
Sir Robert,10005993
Sir Robert Hitcham,10005993
Sir Hitcham,10005993
Robert Hitcham,10005993
Richard Beeard,10000892
Richard Berde,10000892
Richard Beeard,10000892
Daniel Bellamy the elder,10000919
Daniel Bellamy,10000919
Daniel Bellamy the elder,10000919
Daniel the elder,10000919
Jean-Christophe Fatio of Duillier,10004148
Jean-Christophe Fatio,10004148
Jean-Christophe Fatio of Duillier,10004148
Jean-Christophe of Duillier,10004148
Frederick Slare,10011169
Frederick Slare,10011169
John Hollings,10006087
John Hollings,10006087
Sir Richard Allibone,10000151
Sir Richard Allibond,10000151
Sir Richard,10000151
Sir Richard Allibone,10000151
Sir Allibone,10000151
Richard Allibone,10000151
William Bellasis,10000924
Sir William,10000924
Sir William Bellasis,10000924
Sir Bellasis,10000924
William Bellasis,10000924
Stephen Jerome,10006613
Stephen Hierome,10006613
Stephen Jerome,10006613
William Bellasis,10000925
Sir William,10000925
Sir William Bellasis,10000925
Sir Bellasis,10000925
William Bellasis,10000925
John Peter Bernard,10001008
John Peter,10001008
John Peter Bernard,10001008
Piaras Feiritear,10004166
Piaras Feiritear,10004166
Andreas Gottlieb von Bernstorff,10001014
Andreas Gottlieb von,10001014
Andreas Gottlieb von Bernstorff,10001014
Charles Bertheau,10001018
Charles Bertheau,10001018
Daniel Dominic O'Daly,10009015
Daniel Dominic,10009015
Daniel Dominic O'Daly,10009015
Henry Clifford,10002552
Henry Clifford,10002552
George van Parris,10009361
George van,10009361
George van Parris,10009361
Thomas Barnardiston,10000675
Sir Thomas,10000675
Sir Thomas Barnardiston,10000675
Sir Barnardiston,10000675
Thomas Barnardiston,10000675
Arthur Faunt,10004149
Arthur Faunt,10004149
Deborah Willett,10012907
Deb Willett,10012907
Deborah Wells,10012907
Deb Wells,10012907
Deborah Willett,10012907
Sir Timothy Featherstonhaugh,10004157
Sir Timothy Fetherstonhaugh,10004157
Sir Timothy,10004157
Sir Timothy Featherstonhaugh,10004157
Sir Featherstonhaugh,10004157
Timothy Featherstonhaugh,10004157
Thomas Bladen,10001135
Thomas Bladen,10001135
Nicholas Fazakerley,10004155
Nicholas Fazakerley,10004155
William Ball,10000578
William Ball,10000578
Edward Benlowes,10000953
Edward Benlowes,10000953
Alexander McGill,10008155
Alexander McGill,10008155
Elizabeth Bennett,10000967
Elizabeth Bennett,10000967
Susan Shore,10052318
Thomas Adams,10000053
Thomas Adams,10000053
Alice More,10008461
Alice Harpur,10008461
Alice Middleton,10008461
Alice More,10008461
Thomas Lodge,10007556
Sir Thomas,10007556
Sir Thomas Lodge,10007556
Sir Lodge,10007556
Thomas Lodge,10007556
Daniel O'Donnell,10009019
Daniel O'Domhnaill,10009019
Daniel O'Donnell,10009019
Daniel Quare,10010037
Daniel Quare,10010037
John Bidgood,10001056
John Bidgood,10001056
Thomas Allin,10000152
Sir Thomas,10000152
Sir Thomas Allin,10000152
Sir Allin,10000152
Thomas Allin,10000152
Angel Bix,10001103
Angel Bix,10001103
William Bisset,10001102
William Bisset,10001102
John Jegon,10006568
John Jegon,10006568
Elizabeth Parris,10009360
Elizabeth Barron,10009360
Elizabeth Parris,10009360
Hugh Balldearg O'Donnell,10009021
Hugh Balldearg,10009021
Hugh Balldearg O'Donnell,10009021
Thomas Dacre,10003205
Sir Thomas,10003205
Sir Thomas Dacre,10003205
Sir Dacre,10003205
Thomas Dacre,10003205
Peter Blackburn,10001115
Peter Blackburn,10001115
Thomas Williams,10012926
Thomas Williams,10012926
John Blagrave,10001139
John Blagrave,10001139
Nathaniel Bliss,10001171
Nathaniel Bliss,10001171
Gilbert Blackhall,10001124
Gilbert Blakhal,10001124
Gilbert Blackhall,10001124
Edward Pelham,10009493
Edward Pelham,10009493
Hugh Hare,10005527
Hugh Hare,10005527
Peter Bales,10000563
Peter Bales,10000563
Esther d' Hervart,10005864
Esther d'Hervart,10005864
James Augustus Blondel,10001178
James Augustus,10001178
James Augustus Blondel,10001178
Malachi Blake,10001150
Malachi Blake,10001150
William Kingsmill,10006953
Sir William,10006953
Sir William Kingsmill,10006953
Sir Kingsmill,10006953
William Kingsmill,10006953
John Writhe,10013169
John Writhe,10013169
James Blake,10001148
James Cross,10001148
James Blake,10001148
William Blundell,10001201
William Blundell,10001201
Francis Blake Delaval,10001153
Francis Blake Delaval,10001153
William Howell,10006302
William Howell,10006302
